"","id","company_urlname","company_id","shares","C2B_likes","total_comments","created_date","post_time","post_date","weekday","time","type","afinnscore","bingscore","anger","anticipation","disgust","fear","joy","negative","positive","sadness","surprise","trust","message"
"31",31,"Acura","85299287409",0,68,40,"2012-02-13","19:10:53","2012-02-13",1,"night","link",3,1,0,0,0,0,1,0,1,0,0,0,"love is in the air! has your acura been there for any of your first dates?"
"32",32,"Acura","85299287409",0,258,70,"2012-02-12","20:10:32","2012-02-12",7,"night","link",2,1,0,0,0,0,1,0,1,0,0,1,"the future is here. check out our newest vehicles: the 2013 rdx, the 2013 ilx and the nsx concept.  which is your favorite?"
"33",33,"Acura","85299287409",0,70,24,"2012-02-11","18:55:47","2012-02-11",6,"afternoon","swf",4,1,0,0,0,0,0,0,2,0,0,0,"last year, tyson hugie reached an impressive milestone with his acura legend: 500,000 miles! this year, we sent him 2,000 miles to detroit to check out our new line-up. see what he had to say to acura chief designer jon ikeda about the longevity of acura design."
"34",34,"Acura","85299287409",0,89,7,"2012-02-11","00:01:22","2012-02-11",6,"early morning","link",4,2,0,0,0,0,0,0,1,0,0,1,"acura is auctioning off a brand new tl at the annual musicares event tonight. the gala is honoring paul mccartney, and we’ve customized a tl in his honor."
"35",35,"Acura","85299287409",0,73,21,"2012-02-10","22:00:35","2012-02-10",5,"night","link",5,NA,0,2,0,0,0,0,2,0,0,0,"want the inside scoop on the production versions of the 2013 rdx and ilx?check out our future vehicles section for all the details. while you’re there,  you can get on the list to receive exclusive details on the 2013 rdx before they're available to the public."
"36",36,"Acura","85299287409",0,63,19,"2012-02-10","18:55:56","2012-02-10",5,"afternoon","swf",NA,NA,0,0,1,0,0,1,0,0,0,0,"you may remember tyson hugie as the blogger who drove his acura legend to 500,000 miles. now see what he thinks of the all-new 2013 ilx as he checks out acura’s newest vehicle with digital marketing senior manager john watts."
"37",37,"Acura","85299287409",0,29,6,"2012-02-10","00:02:00","2012-02-10",5,"early morning","link",-2,NA,1,2,0,1,1,2,1,1,2,1,"don’t forget to vote for “transactions” starring jerry seinfeld and jay leno on youtube’s ad blitz; watch the extended cut and all the web extras and outtakes at acura.com #jerrysnsx"
"38",38,"Acura","85299287409",0,50,15,"2012-02-09","22:56:10","2012-02-09",4,"night","swf",NA,-1,0,0,0,0,0,1,2,0,0,1,"we sent blogger and acura legend owner tyson hugie to detroit last month to get a first-hand look at the all-new 2013 ilx, where he met with acura vice president jeff conrad to learn more about the new car. check it out here:"
"39",39,"Acura","85299287409",0,34,43,"2012-02-09","18:10:42","2012-02-09",4,"afternoon","link",3,1,0,1,0,0,1,0,1,0,1,0,"the weekend is almost here! do you have exciting plans for you and your acura?"
"40",40,"Acura","85299287409",0,200,29,"2012-02-08","20:01:21","2012-02-08",3,"night","link",4,2,0,1,0,0,2,0,2,0,2,1,"you’ve seen the in-game spot and the extended cut but we’re most excited about the latest video. see the hilarious outtakes with jerry seinfeld and jay leno; exclusively on acura.com"
"41",41,"Acura","85299287409",0,71,17,"2012-02-08","17:16:55","2012-02-08",3,"afternoon","link",3,1,0,2,0,0,1,0,4,0,1,1,"we're excited to announce that the production versions of the ilx and rdx will make their world debut at the 2012 chicago auto show on february 8. if you want to learn more about the cars, visit:"
"42",42,"Acura","85299287409",0,53,10,"2012-02-08","00:00:54","2012-02-08",3,"early morning","link",6,2,0,3,0,0,1,0,3,0,2,3,"we hope our ad starring jerry seinfeld and jay leno made the top of your list. help us top the youtube ad blitz list by voting for “transactions” now!"
"43",43,"Acura","85299287409",0,0,0,"2012-02-07","19:58:23","2012-02-07",2,"night","question",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",44,"Acura","85299287409",0,95,28,"2012-02-06","19:00:57","2012-02-06",1,"night","link",2,1,0,1,0,0,0,0,1,0,3,1,"did you catch our ad starring jerry seinfeld and jay leno during the big game yesterday? help us top youtube’s ad blitz list by voting for “transactions” on youtube’s ad blitz!"
"45",45,"Acura","85299287409",0,109,25,"2012-02-06","04:01:32","2012-02-06",1,"early morning","link",6,2,0,3,0,0,1,0,3,0,2,3,"now that the big game is over what were your big highlights? we hope our ad starring jerry seinfeld and jay leno made the top of your list. help us top the youtube ad blitz list by voting for “transactions” now!"
"46",46,"Acura","85299287409",0,179,45,"2012-02-05","19:01:01","2012-02-05",7,"night","swf",-1,NA,0,2,0,1,0,1,0,0,0,0,"watching the big game today? be on the lookout for our ad during the 3rd quarter, starring jerry seinfeld and the new nsx concept vehicle. if you just can’t wait, head over to our youtube page to watch the extended cut and all 5 of our web extras now. #jerrysnsx"
"47",47,"Acura","85299287409",0,61,20,"2012-02-04","17:35:44","2012-02-04",6,"afternoon","link",3,1,0,1,0,0,0,0,0,0,0,0,"anyone going to the super bowl tomorrow? if you won’t be there in person, will you be tuning in?"
"48",48,"Acura","85299287409",0,33,29,"2012-02-03","17:35:39","2012-02-03",5,"afternoon","link",3,1,0,2,1,0,2,0,2,0,2,1,"it’s finally friday! do you have any exciting plans for the weekend?"
"49",49,"Acura","85299287409",0,55,6,"2012-02-03","17:20:32","2012-02-03",5,"afternoon","swf",1,NA,0,1,0,0,0,1,1,0,0,0,"start  your weekend with the last three of our web extras featuring jerry seinfeld – “zip line”, “private comedy show” and “small talk”. see them all here: #jerrysnsx"
"50",50,"Acura","85299287409",22,65,5,"2012-02-02","18:55:49","2012-02-02",4,"afternoon","video",5,1,0,1,0,0,2,0,4,0,2,1,"the big game is around the corner but we can’t contain our excitement. we just have too much great seinfeld content, so we’re giving our fans some exclusive web extras. check out the extended version again and catch our latest web extra: “sock puppet recap.”"
"51",51,"Acura","85299287409",0,26,133,"2012-02-02","15:30:26","2012-02-02",4,"afternoon","link",-1,-1,0,0,0,1,0,0,0,0,0,0,"one of the most difficult decisions when purchasing a car is choosing the color. what color is your acura, and why did you choose it?"
"52",52,"Acura","85299287409",0,32,5,"2012-02-01","21:01:02","2012-02-01",3,"night","link",10,3,1,2,0,1,3,1,10,0,2,1,"join us tonight on twitter from 9-10 pm et (6-7 pm pt) to discuss the rdx essential luxury challenge, the rdx itself and, of course, life’s essential luxuries. simply follow #rdxcontest on twitter to join the discussion. to celebrate life’s luxuries, we’ll be giving away prizes including spa, coffee and restaurant gift cards and a nook simple touch!rsvp to win:"
"53",53,"Acura","85299287409",0,57,5,"2012-02-01","20:05:45","2012-02-01",3,"night","link",3,1,0,1,0,0,1,0,2,0,1,1,"have you seen the extended version of our big game commercial, starring jerry seinfeld and the new nsx concept vehicle? you will be excited to know that the first web extra, “munchkin,” is now also up. see them both now. #jerrysnsx"
"54",54,"Acura","85299287409",0,99,14,"2012-02-01","16:30:53","2012-02-01",3,"afternoon","link",NA,1,0,0,0,0,0,0,1,0,0,0,"can’t get enough of the nsx? check out this article on the history and future of one of our most legendary models."
"55",55,"Acura","85299287409",0,38,2,"2012-01-31","21:00:58","2012-01-31",2,"night","link",10,4,1,2,0,1,4,1,10,0,2,1,"want to learn more about the new rdx and enter to win a luxury weekend in arizona through our rdx essential luxury challenge? join us on wednesday, february 1 from 9-10 pm et (6-7 pm pt) on twitter by following the hashtag #rdxcontest. we’ll be discussing life’s essential luxuries and even giving away a few prizes, including spa, coffee and restaurant gift cards and a nook simple touch! rsvp to win:"
"56",56,"Acura","85299287409",0,35,4,"2012-01-31","16:30:38","2012-01-31",2,"afternoon","link",1,NA,0,1,0,0,1,0,1,0,0,1,"we have acura owner stories posted at celebrate.acura.com. read the stories and share your own."
"57",57,"Acura","85299287409",0,141,22,"2012-01-30","23:49:45","2012-01-30",1,"night","link",2,-1,1,0,0,1,0,2,0,0,1,0,"get an exclusive sneak peek of the extended version of our big game commercial staring jerry seinfeld, jay leno, and the new nsx concept vehicle. #jerrysnsx"
"58",58,"Acura","85299287409",0,86,57,"2012-01-30","16:30:44","2012-01-30",1,"afternoon","link",2,1,0,0,0,0,1,0,1,0,0,1,"can you name all three of the newest acura models? which is your favorite?"
"59",59,"Acura","85299287409",0,40,74,"2012-01-29","16:25:57","2012-01-29",7,"afternoon","link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"have you accessorized your acura? what accessories have you added to your ride?"
"60",60,"Acura","85299287409",0,25,52,"2012-01-28","17:25:58","2012-01-28",6,"afternoon","link",NA,NA,0,0,0,0,0,0,1,0,0,0,"if you were to describe yourself as an acura model, which one would you be and why?"
"61",61,"Acura","85299287409",0,29,38,"2012-01-27","16:25:39","2012-01-27",5,"afternoon","link",3,2,1,0,0,1,1,1,2,0,0,0,"innovative? advanced? aggressive? elegant? how do you describe your acura’s performance?"
"62",62,"Acura","85299287409",0,157,21,"2012-01-26","18:00:45","2012-01-26",4,"afternoon","swf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"what’s an auto show without auto enthusiasts? we sent a group of auto bloggers to detroit to see our new ilx and nsx concepts. see what they thought of the new acura line-up:"
"63",63,"Acura","85299287409",0,23,0,"2012-01-26","00:08:42","2012-01-26",4,"early morning","swf",4,1,0,2,0,0,1,0,2,0,1,0,"we had a great time at the sundance film festival in utah meeting attendees, rubbing elbows with celebs, seeing some fantastic films and showing off all that acura has to offer. take a look inside the acura studio to see what we’ve been up to in park city."
"64",64,"Acura","85299287409",0,26,11,"2012-01-25","19:00:49","2012-01-25",3,"night","link",3,3,1,1,0,1,2,1,4,0,0,0,"we're still looking for your essential luxuries! tell us all about them in a short video, and you could win one of five all-expense-paid luxury weekends for two in arizona to test-drive the 2013 rdx before it goes on sale! a macbook pro could also be yours! submit your video now through the rdx essential luxury challenge tab."
"65",65,"Acura","85299287409",0,32,1,"2012-01-25","16:20:31","2012-01-25",3,"afternoon","link",2,1,0,4,0,0,4,0,5,0,3,4,"acura is proud to have been the presenting sponsor and the official vehicle of the 2011 sundance film festival. as the festival comes to a close, did anyone catch a glimpse of a sundance star riding in an mdx?"
"66",66,"Acura","85299287409",0,24,0,"2012-01-25","14:00:47","2012-01-25",3,"afternoon","link",6,2,0,1,0,0,1,0,3,0,1,0,"we're big fans of robert redford, and if you're a fan of the sundance film festival, you should be too! learn more about redford's fascinating project here:"
"67",67,"Acura","85299287409",0,24,12,"2012-01-24","12:20:54","2012-01-24",2,"morning","link",4,1,0,1,0,0,1,0,2,0,0,1,"have a story to tell about your acura. visit our celebrate site and share it with us!"
"68",68,"Acura","85299287409",0,22,56,"2012-01-23","13:21:15","2012-01-23",1,"afternoon","link",NA,NA,0,0,0,0,0,0,0,0,0,1,"how many times a year do you wash your acura? any secret tricks you use when washing your acura?"
"69",69,"Acura","85299287409",12,117,13,"2012-01-22","18:34:55","2012-01-22",7,"afternoon","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",70,"Acura","85299287409",0,23,0,"2012-01-22","14:26:09","2012-01-22",7,"afternoon","link",7,4,1,3,1,2,6,3,8,0,1,2,"we hosted the cast of the end of love in the acura studio at the sundance film festival last night for a private event, but we'll share pictures with you soon. the film stars some of our favorite  sundance alum, including a hoodie aficionado that had to battle off his girlfriend's exes as scott pilgrim and a beauty who worked to escape purgatory in wristcutters: a love story."
"71",71,"Acura","85299287409",0,22,1,"2012-01-21","21:01:31","2012-01-21",6,"night","link",3,NA,0,1,0,0,2,0,3,0,1,0,"the acura studio at the sundance film festival was packed last night for the after-party for your sister's sister. recognize the starlets from the film? one walked the red carpet at sundance in 2010 to promote the company men and the other appeared at sundance 2008 for sunshine cleaning."
"72",72,"Acura","85299287409",0,20,0,"2012-01-21","19:01:28","2012-01-21",6,"night","photo",NA,NA,0,1,0,0,1,0,2,0,1,0,"andy samberg and rashida jones, the stars of celeste & jesse forever, joined us in the acura studio at the sundance film festival. check out these pics from the event!"
"73",73,"Acura","85299287409",0,25,1,"2012-01-21","12:35:55","2012-01-21",6,"morning","status",6,0,0,0,0,0,1,0,2,0,0,1,"acura hosted the cast of celeste and jesse forever last night at our studio on main st. the film stars some of our favorite comedic actors. here is a hint: you can find this starlet nursing in pawnee while this funny man serenades us on a boat. post your guesses and we'll post our pics later."
"74",74,"Acura","85299287409",0,57,18,"2012-01-20","14:35:53","2012-01-20",5,"afternoon","photo",NA,NA,1,1,0,0,1,1,1,0,2,0,"it's the first day of the sundance film festival, and we're on the scene. if you and your acura were out in park city, would you rather hit the slopes or catch the films?"
"75",75,"Acura","85299287409",0,34,3,"2012-01-20","13:11:44","2012-01-20",5,"afternoon","link",1,NA,0,0,0,0,1,0,1,0,0,0,"ever heard of active sound control? see how acura uses your vehicle’s speakers not only to create sound, but to take it away."
"76",76,"Acura","85299287409",2,42,5,"2012-01-19","23:33:06","2012-01-19",4,"night","link",8,3,1,1,0,0,2,1,4,0,3,1,"here's your chance to win a trip to arizona to experience the new rdxbefore it goes on sale! all you have to do is submit a video of yourselftelling us about your essential luxury. maybe it’s your morning espresso,your annual ski trip or front row seats to your favorite concert - whateveryour luxuries are, we want to know! learn more here: _252146911515663"
"77",77,"Acura","85299287409",0,42,152,"2012-01-19","12:12:53","2012-01-19",4,"morning","link",2,1,0,0,0,0,1,0,1,0,0,1,"my favorite acura in today’s line-up is ____________."
"78",78,"Acura","85299287409",0,26,10,"2012-01-18","16:10:11","2012-01-18",3,"afternoon","link",NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"did you know you can get help with your acura vehicle concerns by following @acuraclientcare on twitter? "
"79",79,"Acura","85299287409",0,34,1,"2012-01-17","17:21:11","2012-01-17",2,"afternoon","link",10,3,0,6,0,0,4,1,7,0,4,4,"acura is a presenting sponsor and the official vehicle of the 2012 sundance film festival and will also host the audience award for the us dramatic and documentary competition series.  on-site beginning january 20th, catch all the action at the “acura studio"" on main st where we will showcase some exciting new vehicles in a fun interactive space. check us out if you’re in park city. "
"80",80,"Acura","85299287409",0,25,10,"2012-01-17","16:05:09","2012-01-17",2,"afternoon","link",1,2,0,0,0,0,0,0,1,0,0,0,"it’s quick and easy to retrieve your radio or navi code. find it fast at my acura. "
"81",81,"Acura","85299287409",0,47,43,"2012-01-16","16:05:10","2012-01-16",1,"afternoon","link",5,2,0,2,0,0,2,0,2,0,2,1,"we hope you enjoyed your weekend. did you go anywhere exciting in your acura? "
"82",82,"Acura","85299287409",0,39,127,"2012-01-15","15:05:08","2012-01-15",7,"afternoon","link",2,1,0,0,0,0,1,0,2,0,0,1,"what is your favorite feature on your acura? "
"83",83,"Acura","85299287409",0,49,128,"2012-01-14","17:00:14","2012-01-14",6,"afternoon","link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i’m an acura owner because ____________. "
"84",84,"Acura","85299287409",0,44,28,"2012-01-14","00:36:42","2012-01-14",6,"early morning","link",7,1,1,0,0,1,0,1,2,0,1,1,"the 2013 rdx was designed with essential luxuries in mind. click on the rdx challenge tab and tell us about your essential luxuries for a chance to win an exclusive weekend in arizona to experience the rdx before it goes on sale! see official rules here: "
"85",85,"Acura","85299287409",0,37,26,"2012-01-13","16:00:11","2012-01-13",5,"afternoon","link",1,NA,0,1,0,0,1,0,2,0,0,1,"every acura has a story to tell. if your acura could talk, which story do you think it would share? "
"86",86,"Acura","85299287409",0,70,17,"2012-01-12","21:50:11","2012-01-12",4,"night","link",NA,NA,0,0,0,0,0,0,1,0,0,0,"it's been a big week for acura! we revealed 3 new vehicles at naias in detroit, including the new nsx concept. check out all the highlights here: "
"87",87,"Acura","85299287409",0,50,17,"2012-01-12","16:00:14","2012-01-12",4,"afternoon","link",1,NA,0,0,0,0,0,0,1,0,0,0,"we want to see photos of your acura in its natural habitat. whether it’s in the garage, on the freeway or packed full of groceries, show us your acura! "
"88",88,"Acura","85299287409",192,793,66,"2012-01-12","00:11:43","2012-01-12",4,"early morning","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",89,"Acura","85299287409",0,71,8,"2012-01-11","21:25:17","2012-01-11",3,"night","link",NA,NA,0,1,0,0,0,0,0,0,0,0,"on monday, we revealed the new nsx concept at naias in detroit. now you can see it on the track in sony’s gran turismo 5! check out the video here: "
"90",90,"Acura","85299287409",0,42,37,"2012-01-11","15:00:13","2012-01-11",3,"afternoon","link",6,2,0,1,0,0,2,0,2,0,1,2,"you have to give praise where it’s due! if you were to give your acura an award, what would it be? "
"91",91,"Acura","85299287409",0,53,84,"2012-01-10","17:00:13","2012-01-10",2,"afternoon","link",8,2,0,2,0,0,3,0,3,0,2,2,"yesterday we revealed three exciting new vehicles in detroit! we want to hear from you. do you have a favorite? an opinion you’d like to share?  if you haven’t had a chance to see the new additions to the acura line-up, check out acura.com. "
"92",92,"Acura","85299287409",40,329,59,"2012-01-10","14:01:27","2012-01-10",2,"afternoon","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"good morning from detroit! check out the all-new 2013 rdx prototype."
"93",93,"Acura","85299287409",0,59,9,"2012-01-09","21:55:09","2012-01-09",1,"night","link",11,6,2,1,0,2,2,2,4,0,2,0,"attention acura fans: today is the start of our rdx essential luxury challenge! five lucky acura fans will win an all-expense-paid weekend for two in arizona to experience the 2013 rdx before it goes on sale. click on our rdx challenge section to find out how to enter for a chance to win! "
"94",94,"Acura","85299287409",119,1019,162,"2012-01-09","20:51:28","2012-01-09",1,"night","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the all-new 2013 ilx concept from the show floor!"
"95",95,"Acura","85299287409",663,2531,419,"2012-01-09","20:23:49","2012-01-09",1,"night","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nsx concept on the show floor!"
"96",96,"Acura","85299287409",0,63,54,"2012-01-09","19:30:09","2012-01-09",1,"night","link",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the detroit auto show press event is starting right now on acura.com! go to acura.com on your desktop or smart phone to see the big reveals live! "
"97",97,"Acura","85299287409",12,170,35,"2012-01-09","19:29:03","2012-01-09",1,"night","photo",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eagerly awaiting...."
"98",98,"Acura","85299287409",0,59,39,"2012-01-09","16:00:14","2012-01-09",1,"afternoon","link",0,1,0,0,0,0,0,1,0,0,0,0,"today’s the day! tune into the live press event on acura.com or on your smart phone at 2:35 p.m. (est). if you need a reminder, sign-up for a text message that includes the link to the live video stream. don’t forget to give us your opinion of the three vehicles here and on twitter with, #acuradetroit! "
"99",99,"Acura","85299287409",0,73,32,"2012-01-08","17:00:13","2012-01-08",7,"afternoon","link",4,2,0,2,0,0,1,1,2,0,1,0,"the detroit auto show starts tomorrow, and acura will be unveiling three very exciting vehicles! sign-up today to receive a text message reminder just before the live press event so you can tune in on your desktop or smart phone. don’t forget to join the conversation on twitter and tag, #acuradetroit! "
"100",100,"Acura","85299287409",0,67,19,"2012-01-07","17:00:10","2012-01-07",6,"afternoon","link",NA,NA,0,0,0,0,0,0,1,0,0,3,"did you know that many acura vehicles have an optional gps-linked temperature control system? the system uses global positioning to monitor the sun’s intensity and location relative to the vehicle, enabling each side of the cabin to maintain its designated temperature. "
"101",101,"Acura","85299287409",0,24,22,"2012-01-06","15:55:11","2012-01-06",5,"afternoon","link",4,1,0,2,0,0,2,0,3,0,1,1,"who is traveling this weekend?  any exciting plans for you and your acura? if so, share them with us here and at celebrate.acura.com. "
"102",102,"Acura","85299287409",0,32,2,"2012-01-05","16:55:10","2012-01-05",4,"afternoon","link",4,1,0,1,0,0,1,0,2,0,0,1,"do you have a story to share about your acura? visit our celebrate site and tell us about it: "
"103",103,"Acura","85299287409",0,53,22,"2012-01-04","16:55:13","2012-01-04",3,"afternoon","link",NA,NA,0,4,0,1,0,0,1,0,1,1,"anyone planning on making the trip to detroit for the auto show? if you won’t be there in person, how many of you plan on tuning in to watch the live press event on your mobile phone or desktop? "
"104",104,"Acura","85299287409",0,23,6,"2012-01-03","17:50:11","2012-01-03",2,"afternoon","link",1,2,0,0,0,0,0,0,1,0,0,0,"it’s quick and easy to retrieve your radio or navi code. find it fast at my acura. "
"105",105,"Acura","85299287409",0,56,34,"2012-01-02","17:55:09","2012-01-02",1,"afternoon","link",3,2,1,4,0,1,1,1,2,0,1,0,"we’re getting ready for the acura press conference at the detroit auto show on january 9th, when we’ll have some very exciting things to tell you! to make sure you have a front row seat to the big event, sign up to receive an sms reminder before the show, and tune in on your desktop or mobile device to watch it live. for more info visit: "
"106",106,"Acura","85299287409",0,43,25,"2012-01-01","18:50:09","2012-01-01",7,"afternoon","link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"it’s the first day of 2012! how did you ring in the new year last night? "
"107",107,"astonmartin","15678718354",174,2268,22,"2012-03-12","11:14:45","2012-03-12",1,"morning","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",108,"astonmartin","15678718354",2181,14754,282,"2012-03-11","15:56:11","2012-03-11",7,"afternoon","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",109,"astonmartin","15678718354",79,1404,24,"2012-03-11","08:52:22","2012-03-11",7,"morning","link",NA,NA,0,1,0,0,0,1,0,0,0,0,"robb report features the aston martin virage volante, see what the judges of the 2012 car of the year competition thought...."
"110",110,"astonmartin","15678718354",20,1007,29,"2012-03-09","18:05:07","2012-03-09",5,"afternoon","status",NA,1,0,1,0,0,0,0,0,0,0,0,"we're only 10k fans away from the 1.5m mark - the countdown is on!"
"111",111,"astonmartin","15678718354",474,3474,75,"2012-03-09","15:51:38","2012-03-09",5,"afternoon","video",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nearly 2,000 likes for our v12 zagato, forza motorsport 4 picture - so let's go a step further with this exclusive film of in-game footage..."
"112",112,"astonmartin","15678718354",267,2806,68,"2012-03-09","14:10:42","2012-03-09",5,"afternoon","photo",6,2,0,3,0,1,3,0,5,0,3,1,"we're delighted to announce the inclusion of the aston martin v12 zagato in forza motorsport 4.  launched earlier this week as part of the march pirelli car pack you now have the chance to experience the thrill of driving the 2011 v12 zagato concept on some of the world's most iconic race tracks.look out for a special film of in-game footage coming later today....for more information: _pirelli_car_pack/"
"113",113,"astonmartin","15678718354",2181,14754,282,"2012-03-09","11:02:22","2012-03-09",5,"morning","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",114,"astonmartin","15678718354",2181,14754,282,"2012-03-08","13:55:28","2012-03-08",4,"afternoon","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",115,"astonmartin","15678718354",2181,14754,282,"2012-03-07","14:03:52","2012-03-07",3,"afternoon","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",116,"astonmartin","15678718354",397,3216,115,"2012-03-06","16:37:18","2012-03-06",2,"afternoon","photo",2,NA,0,1,0,1,0,0,4,0,1,0,"today saw the opening of the 2012 geneva motor show.  a total of eight aston martins from across our model line-up are on display, including the european debut of the v12 zagato, the new 2012 v8 vantage and two unique cars produced by our bespoke personalisation service 'q by aston martin'. we'll be posting pictures over the next few days to give you a flavour of our stand!to see further images and to watch the exclusive press conference given earlier today by aston martin ceo dr. ulrich bez visit: "
"117",117,"astonmartin","15678718354",281,2946,41,"2012-03-05","09:23:55","2012-03-05",1,"morning","link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"evo have driven the aston martin virage volante, find out what they thought in the full performance car review: _aston_martin_virage_volante.html"
"118",118,"astonmartin","15678718354",1881,6308,219,"2012-03-04","20:10:33","2012-03-04",7,"night","video",NA,1,0,0,0,0,0,0,1,0,1,0,"we gave you a teaser of this film a couple of weeks ago, now, ahead of the v12 zagato's european showcase debut at the geneva motor show here is the full length piece - the dynamic debut of the aston martin v12 zagato.learn more: "
"119",119,"astonmartin","15678718354",619,5235,188,"2012-03-04","15:54:11","2012-03-04",7,"afternoon","photo",NA,NA,1,1,0,1,0,1,3,3,2,0,"yesterday's picture of the virage volante seemed to go down quite well, so here's a shot of the front!this virage volante is finished in satin mariana blue paint and is  one of two unique cars produced by our ultimate personalisation service 'q by aston martin' which, alongside a further six models, we will be exhibiting at the geneva motor show this week.read the full aston martin at geneva 2012 press release:  more information on q by aston martin: "
"120",120,"astonmartin","15678718354",68,933,13,"2012-03-03","15:33:22","2012-03-03",6,"afternoon","link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",121,"astonmartin","15678718354",745,5937,300,"2012-03-03","13:13:43","2012-03-03",6,"afternoon","photo",5,0,1,5,0,0,1,2,7,3,2,2,"next week sees the start of the 2012 geneva motor show where we are excited to be exhibiting eight cars from across our model line-up. on display will be the limited edition v12 zagato, the european debut of the car in production form, the v8 vantage s and recently revised v8 vantage, a dbs coupe, v12 vantage and rapide.  also on display will be two unique cars prepared by the new bespoke service, 'q by aston martin', including a virage volante finished in mariana blue satin paint with a leather strap luggage rack (pictured).to keep you up to date we'll be posting exclusive images from the stand throughout the first week of the show.to read the full press release:  find out more on q by aston martin: "
"122",122,"astonmartin","15678718354",381,3240,50,"2012-03-02","16:44:27","2012-03-02",5,"afternoon","link",4,2,0,2,0,1,1,0,3,0,0,2,"if you haven't seen these before then they're well worth a watch, a series of design & engineering masterclass films from across our model range filmed from our frankfurt motor show stand last september - enjoy!"
"123",123,"astonmartin","15678718354",245,2366,35,"2012-03-02","12:40:33","2012-03-02",5,"morning","photo",2,NA,0,0,0,0,0,0,2,0,0,0,"ahead of the geneva motor show next week we want to get you in the mood by sharing these shots from the iaa frankfurt show in september last year!we'll be posting exclusive pictures direct from our geneva stand throughout next week including shots of the v12 zagato road-car and new 2012 v8 vantage."
"124",124,"astonmartin","15678718354",518,3775,165,"2012-03-01","21:50:54","2012-03-01",4,"night","photo",NA,1,0,0,0,0,1,0,2,0,1,0,"just ahead of the international geneva motor show aston martin has announced rapid expansion plans for italy. adding to its two established dealerships in bologna and milan, two new locations in udine and verona have just opened with rome and bari to follow later this year.read the full press release: "
"125",125,"astonmartin","15678718354",177,2119,64,"2012-03-01","16:24:14","2012-03-01",4,"afternoon","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",126,"astonmartin","15678718354",153,892,24,"2012-02-29","15:54:44","2012-02-29",3,"afternoon","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",127,"astonmartin","15678718354",186,2285,28,"2012-02-27","13:04:52","2012-02-27",1,"afternoon","link",NA,NA,0,0,0,0,0,0,4,0,0,0,"read this ask men feature to learn more about the new aston martin vantage range:  more information visit: "
"128",128,"astonmartin","15678718354",76,1291,42,"2012-02-27","08:20:31","2012-02-27",1,"morning","photo",2,1,0,2,0,0,1,0,3,0,1,1,"great picture of dbs on the top gear festival poster!"
"129",129,"astonmartin","15678718354",222,2059,40,"2012-02-25","11:28:11","2012-02-25",6,"morning","link",4,0,0,2,0,0,1,0,3,0,0,2,"complex magazine feature '25 of the best aston martins' - a history lesson combined with some brilliant photography!"
"130",130,"astonmartin","15678718354",733,3563,97,"2012-02-24","17:09:11","2012-02-24",5,"afternoon","video",NA,NA,0,0,0,0,1,0,2,0,0,0,"we always like to publish a 'friday film', but this is a very special one - the first footage of the new vantage gte car in action...."
"131",131,"astonmartin","15678718354",120,1431,15,"2012-02-24","16:53:44","2012-02-24",5,"afternoon","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"big news from aston martin racing...."
"132",132,"astonmartin","15678718354",354,2923,117,"2012-02-24","11:10:01","2012-02-24",5,"morning","photo",NA,1,0,0,0,0,1,0,3,0,1,0,"we've been featuring the new 2012 aston martin v8 vantage all week, but here's more information on the whole vantage range, six cars of unique, unmistakable character but all possessing the qualities of power, beauty and soul.to find out more: "
